customer_state,product_name_english,total_order_payment
SP,sports_leisure,33.7
SP,computers_accessories,257.99
SP,fashion_bags_accessories,37.77
SP,watches_gifts,62.65
ES,market_place,302.44
MG,watches_gifts,937.64
PR,baby,182.3
ES,toys,87.38
SP,auto,79.75
SC,electronics,95.31
SP,stationery,193.5
MG,sports_leisure,116.45
ES,bed_bath_table,73.96
MT,housewares,214.56
MT,health_beauty,113.35
MG,art,73.49
MG,bed_bath_table,227.27
SC,auto,148.01
MG,industry_commerce_and_business,125.2
SC,health_beauty,546.87
RJ,bed_bath_table,111.02
SP,sports_leisure,57.48
MG,computers_accessories,32.62
BA,perfumery,73.83
PA,computers_accessories,197.73
SP,health_beauty,387.8
SC,books_technical,310.25
SP,toys,148.62
DF,computers_accessories,83.22
RS,computers_accessories,108.17
RS,computers_accessories,180.34
PA,telephony,36.62
SP,housewares,72.8
RJ,sports_leisure,26.6
SP,health_beauty,80.82
RJ,toys,50.01
SP,sports_leisure,238.12
SP,telephony,27.71
RS,toys,109.25
MG,fashion_bags_accessories,50.86
PE,health_beauty,165.31
SP,perfumery,47.68
SP,perfumery,88.74
MG,telephony,55.98
SP,telephony,32.38
SP,computers_accessories,112.03
SP,bed_bath_table,44.24
SC,health_beauty,101.34
DF,telephony,32.09
RJ,small_appliances,116.43
AL,sports_leisure,81.63
RJ,telephony,41.22
SP,fashion_shoes,85.34
SP,toys,128.27
RJ,housewares,130.93
SP,watches_gifts,192.68
RJ,stationery,207.57
MG,furniture_decor,92.02
MS,furniture_decor,74.07
SP,sports_leisure,41.46
MG,bed_bath_table,77.21
SP,bed_bath_table,194.76
SP,watches_gifts,224.72
SP,kitchen_dining_laundry_garden_furniture,450.53
SP,garden_tools,165.98
SP,furniture_decor,69.81
RJ,sports_leisure,153.2
MG,kitchen_dining_laundry_garden_furniture,85.99
GO,telephony,696.61
SP,sports_leisure,103.28
RJ,health_beauty,49.09
RJ,baby,129.91
SP,food,90.63
SC,bed_bath_table,133.98
BA,health_beauty,76.33
MT,pet_shop,143.22
GO,fashion_bags_accessories,64.14
RJ,telephony,35.1
BA,fashion_bags_accessories,306.76
SP,housewares,42.39
SP,bed_bath_table,235.64
SC,computers_accessories,48.44
SP,bed_bath_table,24.17
SP,bed_bath_table,112.71
PE,computers_accessories,558.96
MS,toys,167.29
MS,fixed_telephony,49.04
SC,home_appliances_2,683.57
PR,computers_accessories,143.93
MG,computers_accessories,284.79
SP,furniture_decor,220.04
TO,toys,303.87
SP,computers_accessories,165.44
RJ,furniture_decor,81.72
SP,stationery,205.28
SP,garden_tools,73.34
TO,perfumery,71.24
GO,garden_tools,137.21
RJ,musical_instruments,708.48
SP,computers_accessories,2241.64
RJ,pet_shop,113.46
SP,health_beauty,37.77
SP,furniture_decor,101.19
SP,furniture_decor,72.9
PR,toys,399.9
SP,computers_accessories,62.83
SP,food,40.69
BA,telephony,50.95
BA,auto,151.61
RS,telephony,317.76
MG,perfumery,135.49
SP,health_beauty,147.58
ES,bed_bath_table,61.01
PA,auto,131.94
SP,bed_bath_table,268.36
SP,stationery,16.09
ES,watches_gifts,199.0
SP,computers_accessories,113.34
SP,housewares,47.37
SP,stationery,42.59
MG,telephony,108.84
MG,pet_shop,89.5
MG,pet_shop,70.26
RJ,bed_bath_table,121.09
SP,health_beauty,69.33
SP,health_beauty,22.7
SP,furniture_decor,36.98
SP,stationery,23.38
MG,telephony,135.59
SP,computers_accessories,203.06
SP,sports_leisure,83.0
SP,cool_stuff,52.77
SP,computers_accessories,31.79
GO,no_name_given,137.6
SP,bed_bath_table,55.5
SP,computers_accessories,46.8
MG,health_beauty,33.13
RJ,housewares,110.7
DF,telephony,84.69
BA,stationery,41.05
SC,health_beauty,39.09
CE,garden_tools,88.72
SP,home_construction,93.54
RS,sports_leisure,85.14
SP,sports_leisure,163.64
MG,computers_accessories,48.54
SP,bed_bath_table,113.28
PI,perfumery,196.07
CE,sports_leisure,129.8
SP,telephony,35.77
MG,furniture_decor,28.09
MG,health_beauty,48.38
RO,baby,51.82
SP,furniture_decor,87.51
MA,computers_accessories,47.3
PA,cool_stuff,115.96
BA,health_beauty,40.79
RJ,housewares,194.91
RJ,computers_accessories,85.49
SP,toys,84.23
SC,computers_accessories,155.64
RJ,housewares,142.54
MG,no_name_given,35.83
SC,housewares,178.84
RS,cool_stuff,368.12
SP,toys,107.85
SP,furniture_decor,115.81
SP,bed_bath_table,32.33
SP,home_appliances_2,745.29
SP,fashion_underwear_beach,72.76
SC,computers,1401.85
RJ,electronics,27.75
SP,furniture_decor,56.86
MS,musical_instruments,208.8
BA,cool_stuff,119.93
ES,computers_accessories,220.08
SE,electronics,226.88
MG,office_furniture,198.95
SP,garden_tools,33.22
RJ,furniture_decor,54.06
SP,bed_bath_table,69.73
RJ,garden_tools,414.08
RJ,computers_accessories,414.08
SP,cool_stuff,42.58
SP,auto,83.41
BA,garden_tools,145.76
SC,baby,85.23
PR,computers_accessories,39.15
RJ,watches_gifts,43.1
RJ,telephony,239.44
MG,computers_accessories,180.64
SP,auto,119.68
SP,baby,87.71
SP,furniture_decor,181.79
ES,baby,173.85
SP,computers_accessories,112.71
SP,watches_gifts,36.78
SP,baby,270.61
SP,construction_tools_lights,136.0
MA,electronics,31.85
RJ,toys,136.88
SP,bed_bath_table,86.78
BA,furniture_living_room,328.82
RJ,audio,190.98
SP,garden_tools,327.7
BA,computers,3122.72
RJ,audio,147.08
PR,housewares,61.12
MG,pet_shop,58.28
SP,electronics,50.84
SP,housewares,33.23
PR,auto,180.91
PR,books_general_interest,164.1
PR,furniture_decor,33.2
RJ,computers_accessories,463.71
AL,baby,87.42
SP,furniture_decor,97.66
SP,health_beauty,103.27
RJ,sports_leisure,105.32
MG,garden_tools,127.33
RJ,health_beauty,125.37
PE,fashion_bags_accessories,76.69
SC,sports_leisure,165.55
MG,computers_accessories,327.94
MG,health_beauty,116.36
PR,health_beauty,366.08
RJ,telephony,66.26
PE,bed_bath_table,111.97
SP,computers_accessories,108.68
SP,auto,137.07
ES,drinks,90.77
RJ,bed_bath_table,266.5
MG,housewares,63.99
SP,furniture_decor,84.47
MG,bed_bath_table,79.97
PR,garden_tools,35.17
SP,bed_bath_table,60.79
DF,home_construction,178.03
SP,toys,69.13
SP,garden_tools,60.43
SP,toys,118.96
RJ,cool_stuff,310.18
SP,garden_tools,124.02
SP,stationery,40.0
MG,telephony,214.14
PI,toys,190.62
PR,no_name_given,138.6
PR,baby,48.3
SP,sports_leisure,292.68
RS,bed_bath_table,60.59
MG,auto,77.57
RJ,luggage_accessories,60.01
SP,furniture_decor,179.06
RS,office_furniture,106.87
DF,sports_leisure,376.0
SE,watches_gifts,281.12
SP,pet_shop,31.15
MT,luggage_accessories,117.92
SP,telephony,20.75
SP,toys,100.62
BA,fashion_underwear_beach,76.76
SC,housewares,73.06
SP,health_beauty,201.93
SP,auto,29.22
SP,health_beauty,131.78
SP,musical_instruments,961.49
SP,auto,74.48
SP,health_beauty,87.16
RS,auto,83.23
SC,fashion_bags_accessories,45.0
RJ,health_beauty,78.0
MG,cool_stuff,1006.32
MG,sports_leisure,156.87
SP,books_general_interest,32.74
MG,bed_bath_table,189.7
SP,perfumery,38.42
RS,health_beauty,119.97
SP,housewares,162.25
SP,sports_leisure,121.96
SP,computers_accessories,373.11
DF,housewares,267.02
SP,telephony,42.77
SP,garden_tools,62.44
RJ,furniture_decor,381.57
PR,garden_tools,158.36
PR,housewares,143.96
SP,furniture_decor,87.43
MG,bed_bath_table,73.15
SP,perfumery,58.28
BA,health_beauty,189.42
RJ,garden_tools,119.18
SP,furniture_decor,26.58
SP,health_beauty,68.78
RJ,computers_accessories,50.09
ES,sports_leisure,74.16
ES,furniture_decor,124.53
ES,toys,96.14
MG,computers_accessories,70.74
SP,cool_stuff,52.26
RS,consoles_games,139.98
DF,auto,46.13
AL,audio,36.05
SP,computers_accessories,41.84
SP,housewares,487.5
SP,toys,77.72
SP,auto,207.95
SP,health_beauty,32.62
MG,health_beauty,67.13
RJ,no_name_given,37.93
SP,bed_bath_table,28.2
SP,fashion_bags_accessories,57.29
MG,flowers,65.42
SP,perfumery,98.82
SP,bed_bath_table,220.64
SP,housewares,486.56
RJ,auto,30.1
SP,sports_leisure,43.88
MG,furniture_decor,27.09
MG,perfumery,39.1
SP,pet_shop,44.37
RJ,bed_bath_table,76.07
SP,housewares,45.33
PR,health_beauty,67.6
GO,housewares,209.27
BA,musical_instruments,932.47
SP,books_technical,68.18
MG,computers,1479.51
SP,toys,93.78
SP,computers_accessories,166.71
CE,sports_leisure,128.09
MG,health_beauty,167.92
SP,computers_accessories,41.36
SP,pet_shop,68.84
SP,consoles_games,350.19
MG,baby,266.5
RJ,garden_tools,518.38
SP,toys,491.31
RJ,cool_stuff,188.65
SP,sports_leisure,102.87
SP,computers_accessories,66.87
ES,housewares,160.3
MS,housewares,196.88
SP,stationery,28.62
SP,watches_gifts,138.43
SP,auto,134.83
SP,health_beauty,88.9
RJ,cool_stuff,340.81
MG,fashion_shoes,45.69
SC,watches_gifts,164.12
MG,garden_tools,101.13
SP,garden_tools,235.74
SP,bed_bath_table,57.5
RS,housewares,220.28
SC,toys,105.28
SP,health_beauty,94.74
SP,auto,74.41
MG,sports_leisure,39.85
MA,auto,84.96
SP,stationery,64.0
MG,baby,69.61
SP,auto,33.77
RS,computers_accessories,46.01
DF,pet_shop,622.64
MG,garden_tools,102.26
DF,watches_gifts,1125.58
AM,sports_leisure,313.4
PR,telephony,173.76
RJ,cool_stuff,617.69
SC,health_beauty,186.1
MG,cool_stuff,45.89
RS,stationery,73.49
TO,telephony,120.06
SP,bed_bath_table,101.5
PR,bed_bath_table,103.49
SP,toys,38.28
MG,office_furniture,243.82
SP,garden_tools,116.85
SP,computers_accessories,333.36
SP,computers_accessories,696.0
BA,housewares,222.63
RJ,watches_gifts,129.45
BA,construction_tools_construction,112.58
PB,telephony,50.84
BA,toys,26.77
SP,electronics,31.99
MG,health_beauty,47.64
MG,cool_stuff,80.21
SP,telephony,42.86
SP,furniture_decor,320.53
SP,no_name_given,73.34
SP,electronics,287.76
RJ,baby,151.6
MG,garden_tools,133.34
SE,sports_leisure,186.54
GO,telephony,40.09
SP,furniture_decor,101.73
SP,telephony,23.29
SP,garden_tools,116.9
GO,toys,60.0
SP,bed_bath_table,107.39
SP,construction_tools_lights,182.51
DF,no_name_given,73.15
SP,bed_bath_table,93.13
SP,cool_stuff,151.88
SC,pet_shop,144.03
PE,bed_bath_table,73.53
RJ,housewares,29.73
SC,musical_instruments,399.16
SP,sports_leisure,116.36
SP,housewares,64.4
SP,health_beauty,54.71
MG,garden_tools,53.9
MG,bed_bath_table,169.5
SP,art,111.93
MG,cool_stuff,154.32
SP,fashion_male_clothing,35.86
SP,luggage_accessories,133.9
SP,garden_tools,141.78
PA,sports_leisure,256.9
SP,cool_stuff,115.46
MT,watches_gifts,127.11
SC,small_appliances,739.49
MG,stationery,64.23
RJ,housewares,94.74
SP,office_furniture,185.57
RS,perfumery,151.33
SP,bed_bath_table,119.85
RJ,sports_leisure,47.42
SP,health_beauty,41.75
SP,furniture_decor,147.9
RS,luggage_accessories,323.68
SP,construction_tools_construction,33.28
PR,watches_gifts,99.9
GO,watches_gifts,179.9
GO,toys,180.21
PR,bed_bath_table,177.67
DF,consoles_games,99.33
RJ,electronics,45.01
SP,furniture_decor,51.6
SP,housewares,26.78
SP,cool_stuff,187.35
RJ,sports_leisure,1046.56
RJ,office_furniture,150.67
MT,health_beauty,280.89
RJ,furniture_decor,117.34
SP,baby,67.5
MG,sports_leisure,190.33
BA,no_name_given,117.87
RJ,bed_bath_table,107.78
SC,health_beauty,185.46
SP,bed_bath_table,73.5
MG,bed_bath_table,72.5
GO,health_beauty,58.22
SP,health_beauty,37.29
SP,housewares,98.62
CE,sports_leisure,54.74
RS,housewares,63.87
RJ,housewares,86.15
MG,housewares,119.94
MA,health_beauty,133.16
SP,health_beauty,47.2
SP,toys,125.8
RN,stationery,1784.2
SP,housewares,304.69
RJ,stationery,76.66
SP,perfumery,155.0
RS,auto,90.78
MG,fashion_bags_accessories,43.1
SP,bed_bath_table,174.81
DF,sports_leisure,147.7
SP,home_construction,135.0
SP,baby,327.47
BA,furniture_decor,381.48
PR,fashion_shoes,102.74
PE,cool_stuff,415.0
SP,watches_gifts,85.81
SP,stationery,72.9
RN,no_name_given,144.65
RJ,computers_accessories,726.84
RJ,computers_accessories,351.32
RJ,art,151.07
SP,toys,52.72
SP,furniture_decor,136.08
SP,bed_bath_table,96.15
SC,computers_accessories,106.38
SP,auto,30.79
SP,housewares,60.57
SP,auto,185.2
SP,furniture_decor,303.86
SP,computers_accessories,31.71
SP,perfumery,68.89
RS,health_beauty,533.45
RJ,toys,68.32
RJ,fashion_bags_accessories,41.25
MT,cool_stuff,88.72
MG,sports_leisure,105.4
SP,computers_accessories,107.95
RJ,bed_bath_table,72.83
GO,health_beauty,135.72
SP,food,84.32
PB,auto,869.09
MT,watches_gifts,881.45
GO,toys,96.22
GO,fixed_telephony,31.09
SP,sports_leisure,158.74
GO,garden_tools,77.57
RJ,music,42.51
SP,bed_bath_table,116.23
MG,no_name_given,174.81
MG,housewares,174.81
RJ,electronics,172.21
SP,stationery,113.62
SP,perfumery,327.8
SP,health_beauty,116.17
SP,furniture_decor,82.98
PR,furniture_decor,361.04
SP,health_beauty,27.77
SP,computers_accessories,186.27
PR,bed_bath_table,75.58
SP,computers_accessories,88.49
SP,electronics,21.04
SP,telephony,27.66
SP,computers_accessories,83.73
SP,garden_tools,50.86
SP,fashion_bags_accessories,61.79
SP,construction_tools_construction,118.86
SP,baby,45.09
RJ,bed_bath_table,201.65
PR,auto,83.02
MG,consoles_games,79.2
SP,pet_shop,254.28
SP,toys,84.49
SP,sports_leisure,103.55
SP,sports_leisure,106.16
SP,telephony,41.84
RJ,consoles_games,127.62
SP,auto,63.34
RJ,housewares,45.22
SP,bed_bath_table,96.32
AC,sports_leisure,69.34
SP,home_confort,95.57
RN,luggage_accessories,470.01
SP,cool_stuff,109.5
SP,baby,272.23
SP,baby,122.36
SP,garden_tools,91.72
SP,bed_bath_table,45.01
SP,bed_bath_table,70.07
SP,garden_tools,63.27
RJ,electronics,37.88
SP,bed_bath_table,96.59
RS,home_appliances,350.09
ES,bed_bath_table,61.01
GO,health_beauty,175.74
SP,garden_tools,142.19
AM,bed_bath_table,124.33
RS,air_conditioning,38.47
BA,watches_gifts,100.48
SP,construction_tools_construction,45.17
SP,telephony,171.84
SP,housewares,67.38
BA,bed_bath_table,88.32
SP,computers_accessories,1058.1
RJ,bed_bath_table,107.78
RJ,bed_bath_table,68.53
SP,watches_gifts,158.59
PE,sports_leisure,90.73
SP,musical_instruments,217.22
BA,sports_leisure,113.4
BA,sports_leisure,54.82
RJ,garden_tools,125.99
SP,computers_accessories,223.12
PR,computers_accessories,114.42
RJ,health_beauty,34.09
RJ,health_beauty,104.37
RJ,computers_accessories,40.1
SP,perfumery,309.12
SP,cool_stuff,81.72
SP,housewares,52.96
RS,sports_leisure,72.26
PR,telephony,48.3
RJ,perfumery,188.0
MG,health_beauty,75.16
BA,telephony,35.05
SP,construction_tools_construction,75.66
PR,furniture_decor,117.14
SP,sports_leisure,33.01
SP,furniture_decor,66.01
MG,bed_bath_table,304.14
SP,health_beauty,53.58
PI,furniture_decor,104.17
PR,stationery,116.94
RS,health_beauty,269.08
RJ,furniture_decor,280.27
GO,health_beauty,193.6
SP,housewares,62.17
BA,auto,778.47
PR,auto,280.63
MG,telephony,78.51
MG,watches_gifts,62.0
MG,health_beauty,72.75
RS,baby,118.22
BA,bed_bath_table,862.39
PE,baby,237.53
PE,electronics,70.33
DF,cool_stuff,115.45
SP,furniture_decor,79.24
SP,electronics,21.43
MA,computers_accessories,183.62
RJ,furniture_decor,62.01
SP,housewares,74.16
SP,bed_bath_table,147.78
MS,computers_accessories,58.09
PA,garden_tools,283.62
PA,toys,76.25
SP,fashion_shoes,98.51
RJ,auto,145.58
SP,pet_shop,102.79
RJ,furniture_decor,350.63
SP,air_conditioning,115.44
SP,home_appliances,83.41
SC,sports_leisure,256.48
MG,health_beauty,52.48
SP,cool_stuff,162.24
SP,stationery,93.64
SP,stationery,112.76
SP,housewares,148.64
PA,cool_stuff,325.37
RS,baby,135.49
SP,fashion_underwear_beach,71.82
SP,bed_bath_table,147.78
SP,health_beauty,88.9
SP,bed_bath_table,140.08
RJ,electronics,33.0
SP,pet_shop,67.14
SE,baby,146.12
MG,musical_instruments,1047.16
PR,garden_tools,27.86
SP,pet_shop,249.08
SP,housewares,142.56
SP,perfumery,29.96
RJ,housewares,80.15
SP,office_furniture,323.07
SC,electronics,33.1
MG,auto,34.71
SC,health_beauty,45.0
RJ,sports_leisure,192.5
RJ,stationery,308.6
SP,housewares,74.36
TO,home_confort,695.61
PR,bed_bath_table,65.0
SP,health_beauty,236.7
SP,sports_leisure,492.87
MG,telephony,281.0
SP,books_imported,135.09
SP,pet_shop,41.34
SP,housewares,319.05
SC,health_beauty,138.31
SC,cool_stuff,194.0
MG,auto,136.8
SP,cool_stuff,57.78
RO,health_beauty,46.88
SP,bed_bath_table,147.55
SP,sports_leisure,86.72
RJ,watches_gifts,131.16
MG,health_beauty,2838.22
DF,audio,95.31
SP,computers_accessories,27.78
SP,pet_shop,229.06
SP,bed_bath_table,108.81
MG,housewares,87.18
SP,electronics,127.69
RS,musical_instruments,136.99
PE,health_beauty,487.55
SP,perfumery,293.07
ES,baby,35.13
SP,sports_leisure,113.15
SP,sports_leisure,174.04
SP,no_name_given,217.8
SC,watches_gifts,184.83
SP,electronics,21.0
SP,bed_bath_table,55.24
PR,cool_stuff,163.25
SP,health_beauty,111.01
SP,sports_leisure,111.01
SP,furniture_decor,321.58
MG,sports_leisure,87.89
RJ,consoles_games,35.0
RJ,furniture_decor,67.02
BA,perfumery,76.08
MG,bed_bath_table,130.1
MG,electronics,27.75
SP,toys,52.29
MG,costruction_tools_garden,188.24
MG,computers_accessories,78.77
SP,sports_leisure,52.27
SP,sports_leisure,1125.0
SP,sports_leisure,43.68
MG,office_furniture,174.07
GO,auto,339.09
SP,no_name_given,76.04
MG,computers_accessories,44.38
SP,sports_leisure,160.22
RJ,electronics,64.44
MS,computers_accessories,185.05
SP,stationery,205.05
BA,electronics,30.71
RJ,watches_gifts,241.22
SP,perfumery,93.57
RS,health_beauty,57.0
MG,fashion_bags_accessories,47.61
SP,telephony,37.38
RS,watches_gifts,106.9
MG,home_confort,197.5
SP,fashion_underwear_beach,59.73
SP,watches_gifts,52.78
SP,sports_leisure,68.2
SP,baby,53.7
SP,no_name_given,213.64
GO,cool_stuff,85.24
MG,cool_stuff,75.65
SP,auto,270.47
GO,bed_bath_table,210.56
GO,home_confort,210.56
MG,computers_accessories,492.96
MG,cool_stuff,162.25
SP,bed_bath_table,171.61
MG,perfumery,64.0
SP,furniture_decor,54.52
BA,housewares,66.47
SE,housewares,221.96
MS,computers_accessories,152.52
SP,sports_leisure,268.64
SP,sports_leisure,394.54
PR,sports_leisure,73.34
SP,cool_stuff,257.94
SP,health_beauty,37.37
PE,health_beauty,95.93
SC,pet_shop,102.69
SP,watches_gifts,113.1
MA,health_beauty,107.19
SP,furniture_decor,103.46
SP,sports_leisure,53.73
SP,furniture_decor,125.9
MG,garden_tools,75.25
SP,telephony,37.7
SP,health_beauty,352.98
SP,telephony,24.75
BA,toys,67.05
MG,perfumery,510.52
MG,perfumery,511.43
MG,watches_gifts,53.23
SP,furniture_living_room,143.52
SP,cool_stuff,80.88
TO,health_beauty,41.62
DF,art,47.05
SP,telephony,22.38
MG,telephony,42.09
MG,bed_bath_table,52.75
MG,bed_bath_table,66.01
SP,electronics,43.37
RS,health_beauty,158.03
SP,auto,16.98
PR,bed_bath_table,235.7
SP,furniture_living_room,528.41
MG,computers_accessories,31.09
ES,books_general_interest,120.44
RS,health_beauty,35.0
RJ,computers_accessories,46.0
MG,bed_bath_table,156.09
CE,baby,70.75
SP,christmas_supplies,21.41
SP,computers_accessories,216.8
SP,housewares,48.13
SP,garden_tools,121.84
SP,bed_bath_table,178.22
SP,perfumery,106.85
SP,auto,35.79
MG,sports_leisure,45.0
SP,health_beauty,123.75
RJ,consoles_games,114.86
SP,watches_gifts,157.51
RJ,computers_accessories,37.58
SP,sports_leisure,39.95
SP,telephony,29.79
SP,auto,37.78
SP,cool_stuff,97.98
MG,sports_leisure,53.23
MG,furniture_decor,173.74
MG,auto,77.57
RJ,sports_leisure,52.46
SP,bed_bath_table,114.18
RS,bed_bath_table,305.55
SP,electronics,21.43
RJ,furniture_decor,420.18
SP,health_beauty,70.72
RJ,bed_bath_table,144.68
BA,housewares,78.47
SP,toys,107.75
SE,telephony,305.77
RJ,furniture_decor,160.5
SP,auto,58.45
MG,watches_gifts,96.65
RS,auto,676.96
SP,fashion_male_clothing,59.29
SP,computers_accessories,195.86
AP,sports_leisure,130.01
RJ,housewares,52.42
RJ,sports_leisure,107.09
RJ,fashion_male_clothing,205.35
BA,bed_bath_table,124.21
MG,housewares,53.47
SP,furniture_decor,125.25
RJ,watches_gifts,104.72
RJ,watches_gifts,64.44
SP,fixed_telephony,210.1
SP,food,91.23
SP,stationery,61.59
ES,cool_stuff,160.2
SP,auto,160.51
SP,sports_leisure,182.6
SP,garden_tools,116.85
SP,stationery,190.58
SP,stationery,142.92
PR,sports_leisure,61.4
RS,telephony,27.0
PI,toys,90.6
MG,sports_leisure,121.09
SP,toys,116.24
MA,cool_stuff,2338.48
RJ,computers_accessories,171.0
ES,telephony,467.9
ES,luggage_accessories,166.65
SP,construction_tools_lights,249.82
SP,health_beauty,139.8
PR,furniture_decor,52.97
RJ,telephony,84.82
SP,sports_leisure,86.76
SP,auto,162.1
MG,home_appliances_2,549.03
PR,furniture_decor,97.58
RS,electronics,35.0
SP,auto,47.43
RS,health_beauty,95.59
PE,health_beauty,637.65
PA,watches_gifts,367.11
BA,cool_stuff,119.93
MG,electronics,45.1
MG,housewares,142.82
SP,stationery,184.49
SP,bed_bath_table,79.47
PR,watches_gifts,69.14
SP,books_general_interest,147.15
SP,consoles_games,343.64
RO,auto,34.34
SP,furniture_decor,58.59
SP,watches_gifts,199.0
SP,bed_bath_table,69.73
MG,telephony,114.44
SP,computers_accessories,33.28
RN,stationery,97.67
MG,office_furniture,113.91
BA,electronics,29.49
PI,perfumery,206.41
RJ,sports_leisure,208.87
SP,consoles_games,44.35
RJ,watches_gifts,42.95
SC,fashion_bags_accessories,104.37
BA,bed_bath_table,77.2
MG,garden_tools,106.82
RJ,telephony,46.22
RJ,toys,168.61
SP,computers_accessories,46.0
SP,bed_bath_table,102.88
MG,health_beauty,100.33
SP,garden_tools,124.88
RJ,health_beauty,89.97
SP,sports_leisure,75.56
BA,signaling_and_security,40.1
SC,stationery,35.0
MG,bed_bath_table,37.87
SP,housewares,38.19
SP,fashion_bags_accessories,19.29
RJ,watches_gifts,161.77
RJ,garden_tools,67.5
SP,bed_bath_table,175.33
RS,auto,45.45
SP,auto,160.51
PI,industry_commerce_and_business,778.27
MG,electronics,76.08
RJ,garden_tools,1096.98
MG,toys,158.8
PA,books_imported,168.72
SP,garden_tools,73.34
SP,sports_leisure,31.78
MG,telephony,45.09
SP,office_furniture,280.22
GO,bed_bath_table,231.27
SP,bed_bath_table,122.17
SP,bed_bath_table,261.28
RJ,furniture_decor,145.47
SP,computers_accessories,112.62
SE,watches_gifts,70.15
BA,telephony,43.78
PR,bed_bath_table,68.25
SP,toys,36.9
SP,computers_accessories,156.32
SP,toys,46.71
SC,stationery,35.0
SP,sports_leisure,85.14
SP,bed_bath_table,88.89
SP,stationery,27.68
CE,computers_accessories,314.39
DF,pet_shop,75.16
SP,telephony,17.86
RJ,computers_accessories,166.59
SP,home_construction,131.45
RS,sports_leisure,171.53
SP,furniture_decor,72.17
SP,watches_gifts,69.12
SP,watches_gifts,85.81
PA,housewares,82.58
SP,bed_bath_table,41.84
SP,health_beauty,27.77
CE,watches_gifts,33.94
GO,health_beauty,222.15
SP,health_beauty,115.9
PE,sports_leisure,115.4
SP,stationery,26.19
SP,electronics,20.03
RJ,health_beauty,93.3
SP,watches_gifts,681.84
SC,perfumery,55.78
RJ,housewares,526.11
SP,consoles_games,139.62
PR,watches_gifts,66.11
RJ,pet_shop,131.26
RS,housewares,127.23
MG,toys,49.42
MG,bed_bath_table,100.18
MG,pet_shop,55.0
RJ,bed_bath_table,139.07
SC,health_beauty,47.25
SP,musical_instruments,254.61
SC,sports_leisure,76.08
MG,computers_accessories,90.17
SP,perfumery,134.63
SP,office_furniture,135.52
MG,furniture_decor,401.07
RS,stationery,119.6
SP,perfumery,57.75
SP,toys,57.75
AP,cool_stuff,263.17
MG,health_beauty,100.91
GO,stationery,257.92
MG,sports_leisure,99.52
RS,furniture_decor,38.95
BA,furniture_decor,62.06
SP,furniture_decor,77.96
SP,housewares,135.18
RJ,telephony,34.0
MG,perfumery,171.61
SP,computers_accessories,44.24
SP,sports_leisure,58.13
SP,fashion_bags_accessories,169.3
MG,furniture_decor,107.29
SP,home_appliances_2,1628.6
GO,sports_leisure,151.22
SP,health_beauty,34.86
SP,pet_shop,972.71
SP,watches_gifts,772.51
SP,luggage_accessories,239.68
SP,dvds_blu_ray,45.53
PE,office_furniture,118.81
DF,telephony,77.01
PB,cool_stuff,561.66
SP,garden_tools,47.38
SP,telephony,60.85
SP,computers_accessories,173.27
SP,books_general_interest,48.0
RS,no_name_given,59.16
RJ,sports_leisure,476.25
BA,health_beauty,112.69
SP,toys,61.75
SP,telephony,32.38
DF,consoles_games,51.15
RJ,perfumery,367.9
SP,housewares,248.86
RS,no_name_given,43.1
RS,pet_shop,128.02
PB,electronics,61.28
ES,housewares,190.58
MG,health_beauty,88.59
MG,auto,441.33
PR,health_beauty,80.37
SP,office_furniture,226.74
SP,computers_accessories,41.42
SP,watches_gifts,413.29
RJ,office_furniture,124.31
SP,health_beauty,66.71
DF,fashion_bags_accessories,198.41
SP,bed_bath_table,88.83
RJ,toys,88.72
MT,baby,81.79
SP,market_place,174.14
SP,health_beauty,31.77
RS,perfumery,66.69
BA,telephony,90.58
PR,watches_gifts,75.15
ES,computers_accessories,35.22
SP,computers_accessories,302.1
CE,fashion_bags_accessories,75.53
SP,telephony,49.87
PR,stationery,233.88
PA,telephony,325.58
SC,no_name_given,159.94
SP,watches_gifts,169.4
PR,bed_bath_table,119.64
SC,health_beauty,183.95
DF,perfumery,176.78
SP,health_beauty,162.55
SP,musical_instruments,151.6
PR,sports_leisure,61.23
BA,auto,75.35
SP,garden_tools,29.84
RJ,perfumery,58.17
SP,bed_bath_table,114.79
PE,furniture_living_room,191.38
SP,sports_leisure,28.29
RJ,sports_leisure,896.24
SP,bed_bath_table,224.6
SP,housewares,57.1
MG,auto,173.82
SP,computers_accessories,102.66
BA,health_beauty,58.7
SP,health_beauty,37.61
RJ,electronics,292.94
RJ,construction_tools_lights,277.97
SC,garden_tools,77.57
PA,baby,190.53
MG,books_general_interest,251.68
SP,watches_gifts,2323.25
SP,auto,159.56
SP,furniture_decor,395.17
SP,construction_tools_lights,395.17
RJ,bed_bath_table,133.48
MG,luggage_accessories,117.35
RJ,home_appliances_2,2152.92
RJ,drinks,65.92
SP,auto,340.02
SP,office_furniture,303.39
SP,housewares,146.97
RN,garden_tools,187.5
SC,no_name_given,66.73
RS,sports_leisure,146.96
RJ,garden_tools,154.19
RJ,cool_stuff,165.53
SP,auto,157.26
SP,health_beauty,76.34
MG,health_beauty,34.09
BA,costruction_tools_garden,163.75
MG,office_furniture,487.86
SP,food,104.28
RJ,sports_leisure,206.43
CE,auto,146.88
SC,health_beauty,215.6
RJ,no_name_given,275.34
SP,books_technical,29.3
SP,home_appliances_2,138.91
